CSV_APN,FC_APN,Year,Match_Type,APN_Changed
098-360-006,098-210-031,2013,intersect,True
123-032-29,123-032-11,2013,intersect,True
015-370-027,015-370-23,2013,intersect,True
1318-22-311-015,1318-22-002-002,2013,intersect,True
1318-22-311-022,1318-22-002-002,2013,intersect,True
1318-22-311-025,1318-22-002-002,2013,intersect,True
1318-22-312-001,1318-22-002-002,2013,intersect,True
1318-22-312-003,1318-22-002-002,2013,intersect,True
1318-22-312-012,1318-22-002-002,2013,intersect,True
1318-22-312-010,1318-22-002-002,2013,intersect,True
117-150-046,117-150-040,2013,intersect,True
117-150-044,117-150-040,2013,intersect,True
034-591-019,034-591-16,2013,intersect,True
115-040-082,115-040-075,2013,intersect,True
123-131-11,123-131-01,2013,intersect,True
1318-22-312-020,1318-22-002-002,2013,intersect,True
126-082-68,126-082-21,2013,intersect,True
098-167-019,098-167-006,2013,intersect,True
090-191-051,090-191-008,2013,intersect,True
023-960-006,023-182-28,2013,intersect,True
130-241-65,130-241-46,2013,intersect,True
1318-22-313-005,1318-22-002-002,2013,intersect,True
1318-22-314-001,1318-22-002-002,2013,intersect,True
1318-22-314-004,1318-22-002-002,2013,intersect,True
1318-22-316-001,1318-22-002-002,2013,intersect,True
1318-22-316-004,1318-22-002-002,2013,intersect,True
1318-22-317-001,1318-22-002-002,2013,intersect,True
1318-22-317-003,1318-22-002-002,2013,intersect,True
1318-22-317-006,1318-22-002-002,2013,intersect,True
1318-22-711-002,1318-22-002-002,2013,intersect,True
1318-22-711-007,1318-22-002-002,2013,intersect,True
023-904-018,023-904-08,2013,intersect,True
1318-15-711-030,1318-15-711-029,2013,intersect,True
017-021-32,017-021-15,2013,intersect,True
126-082-66,126-082-08,2013,intersect,True
130-241-64,130-241-33,2013,intersect,True
130-241-63,130-241-32,2013,intersect,True
125-163-39,125-163-32,2013,intersect,True
097-084-025,097-084-014,2013,intersect,True
116-220-061,116-220-059,2013,intersect,True
095-510-035,095-510-036,2013,intersect,True
117-071-051,117-071-039,2013,intersect,True
016-211-16,016-211-14,2013,intersect,True
016-544-20,016-544-16,2013,intersect,True
029-095-30,029-095-22,2013,intersect,True
015-304-33,015-304-31,2013,intersect,True
029-620-07,029-381-50,2013,intersect,True
029-620-08,029-381-50,2013,intersect,True
029-620-11,029-381-50,2013,intersect,True
021-321-32,021-321-29,2013,intersect,True
123-131-06,123-131-01,2013,intersect,True
123-131-05,123-131-01,2013,intersect,True
029-630-01,029-450-06,2013,intersect,True
029-630-09,029-095-06,2013,intersect,True
029-630-12,029-095-06,2013,intersect,True
029-630-26,029-095-06,2013,intersect,True
093-042-029,093-042-014,2013,intersect,True
094-140-067,094-140-063,2013,intersect,True
093-042-038,093-042-008,2013,intersect,True
112-190-066,112-190-063,2013,intersect,True
115-030-098,115-030-034,2013,intersect,True
097-100-045,097-100-040,2013,intersect,True
097-130-037,097-130-026,2013,intersect,True
094-233-015,094-233-005,2013,intersect,True
094-233-016,094-233-006,2013,intersect,True
1319-30-515-002,1319-30-515-000,2013,intersect,True
1319-30-515-004,1319-30-515-000,2013,intersect,True
090-072-037,090-072-026,2013,intersect,True
090-072-038,090-072-026,2013,intersect,True
090-072-039,090-072-026,2013,intersect,True
090-072-031,090-072-026,2013,intersect,True
129-071-03,129-280-21,2013,intersect,True
129-071-09,129-290-01,2013,intersect,True
1319-30-514-008,1319-30-514-000,2013,intersect,True
1319-30-515-001,1319-30-515-000,2013,intersect,True
1319-30-514-014,1319-30-514-000,2013,intersect,True
1319-30-514-022,1319-30-514-000,2013,intersect,True
1319-30-514-021,1319-30-514-000,2013,intersect,True
1319-30-514-019,1319-30-514-000,2013,intersect,True
1319-30-514-018,1319-30-514-000,2013,intersect,True
1319-30-514-009,1319-30-514-000,2013,intersect,True
1319-30-520-013,1319-30-520-024,2013,intersect,True
1319-30-520-025,1319-30-520-003,2013,intersect,True
1319-30-520-026,1319-30-520-000,2013,intersect,True
1319-30-520-019,1319-30-520-000,2013,intersect,True
1319-30-522-002,1319-30-522-000,2013,intersect,True
1319-30-611-004,1319-30-611-000,2013,intersect,True
123-293-05,123-071-34,2013,intersect,True
123-293-06,123-071-34,2013,intersect,True
123-294-01,123-071-34,2013,intersect,True
123-294-05,123-071-34,2013,intersect,True
123-294-06,123-071-34,2013,intersect,True
123-295-06,123-071-34,2013,intersect,True
1318-23-315-022,1318-23-301-001,2013,intersect,True
1318-23-315-024,1318-23-301-001,2013,intersect,True
1318-23-315-009,1318-23-301-001,2013,intersect,True
1318-23-315-014,1318-23-301-001,2013,intersect,True
1318-23-315-017,1318-23-301-001,2013,intersect,True
1318-23-315-026,1318-23-301-001,2013,intersect,True
1318-23-315-038,1318-23-301-001,2013,intersect,True
1318-23-315-003,1318-23-301-001,2013,intersect,True
1318-23-315-020,1318-23-301-001,2013,intersect,True
1318-23-315-035,1318-23-301-001,2013,intersect,True
033-574-06,033-574-03,2013,intersect,True
016-300-63,016-300-21,2013,intersect,True
035-234-20,035-234-18,2013,intersect,True
026-139-45,026-139-23,2013,intersect,True
027-313-16,027-313-02,2013,intersect,True
029-620-05,029-381-50,2013,intersect,True
029-620-12,029-381-50,2013,intersect,True
029-630-02,029-095-06,2013,intersect,True
029-630-11,029-095-06,2013,intersect,True
029-630-22,029-095-06,2013,intersect,True
029-630-28,029-095-06,2013,intersect,True
029-710-006,029-441-21,2013,intersect,True
029-710-007,029-441-21,2013,intersect,True
029-710-002,029-441-21,2013,intersect,True
029-710-020,029-441-21,2013,intersect,True
029-710-013,029-441-15,2013,intersect,True
029-710-014,029-441-15,2013,intersect,True
028-340-004,028-011-19,2013,intersect,True
028-340-015,028-011-19,2013,intersect,True
028-340-006,028-011-19,2013,intersect,True
028-340-018,028-011-19,2013,intersect,True
028-340-010,028-011-19,2013,intersect,True
028-340-023,028-011-19,2013,intersect,True
098-360-003,098-210-031,2013,intersect,True
098-360-004,098-210-031,2013,intersect,True
098-360-001,098-210-030,2013,intersect,True
090-152-059,090-152-046,2013,intersect,True
090-152-060,090-152-046,2013,intersect,True
098-360-005,098-210-030,2013,intersect,True
123-131-10,123-131-01,2013,intersect,True
1318-22-311-002,1318-22-002-002,2013,intersect,True
1318-22-311-003,1318-22-002-002,2013,intersect,True
1318-22-311-005,1318-22-002-002,2013,intersect,True
1318-22-311-006,1318-22-002-002,2013,intersect,True
1318-22-311-007,1318-22-002-002,2013,intersect,True
1318-22-311-009,1318-22-002-002,2013,intersect,True
1318-22-311-017,1318-22-002-002,2013,intersect,True
1318-22-311-013,1318-22-002-002,2013,intersect,True
1318-22-311-023,1318-22-002-002,2013,intersect,True
1318-22-312-009,1318-22-002-002,2013,intersect,True
1318-22-312-014,1318-22-002-002,2013,intersect,True
1318-22-312-017,1318-22-002-002,2013,intersect,True
1318-22-312-006,1318-22-002-002,2013,intersect,True
1318-22-312-011,1318-22-002-002,2013,intersect,True
1318-22-312-008,1318-22-002-002,2013,intersect,True
1318-22-312-013,1318-22-002-002,2013,intersect,True
117-150-045,117-150-040,2013,intersect,True
117-150-043,117-150-040,2013,intersect,True
117-150-041,117-150-040,2013,intersect,True
025-735-11,025-735-05,2013,intersect,True
123-131-09,123-131-01,2013,intersect,True
1318-22-312-019,1318-22-002-002,2013,intersect,True
1318-15-410-021,1318-15-410-005,2013,intersect,True
090-191-050,090-191-008,2013,intersect,True
090-191-052,090-191-008,2013,intersect,True
090-191-049,090-191-008,2013,intersect,True
033-441-029,033-441-06,2013,intersect,True
023-960-003,023-182-28,2013,intersect,True
023-960-005,023-182-28,2013,intersect,True
023-960-007,023-182-28,2013,intersect,True
1318-22-313-001,1318-22-002-002,2013,intersect,True
1318-22-314-005,1318-22-002-002,2013,intersect,True
1318-22-315-002,1318-22-002-002,2013,intersect,True
1318-22-315-003,1318-22-002-002,2013,intersect,True
1318-22-315-004,1318-22-002-002,2013,intersect,True
1318-22-316-005,1318-22-002-002,2013,intersect,True
1318-22-317-008,1318-22-002-002,2013,intersect,True
1318-22-313-003,1318-22-002-002,2013,intersect,True
1318-22-313-004,1318-22-002-002,2013,intersect,True
1318-22-313-006,1318-22-002-002,2013,intersect,True
1318-22-313-008,1318-22-002-002,2013,intersect,True
1318-22-314-007,1318-22-002-002,2013,intersect,True
1318-22-316-003,1318-22-002-002,2013,intersect,True
1318-22-316-008,1318-22-002-002,2013,intersect,True
1318-22-317-005,1318-22-002-002,2013,intersect,True
1318-22-317-007,1318-22-002-002,2013,intersect,True
1318-22-711-003,1318-22-002-002,2013,intersect,True
1318-22-711-008,1318-22-002-002,2013,intersect,True
022-331-26,022-331-25,2013,intersect,True
016-091-050,016-091-50,2013,intersect,True
021-241-07,021-241-01,2013,intersect,True
130-241-62,130-241-52,2013,intersect,True
123-161-32,123-161-04,2013,intersect,True
130-332-12,130-332-04,2013,intersect,True
117-210-014,117-210-010,2013,intersect,True
016-211-17,016-211-14,2013,intersect,True
029-095-25,029-095-19,2013,intersect,True
1319-30-610-004,1319-30-610-002,2013,intersect,True
029-620-16,029-381-50,2013,intersect,True
125-172-34,125-172-31,2013,intersect,True
125-232-29,125-232-04,2013,intersect,True
029-630-06,029-095-06,2013,intersect,True
029-630-18,029-450-37,2013,intersect,True
098-010-038,098-010-034,2013,intersect,True
098-010-040,098-010-035,2013,intersect,True
083-085-042,083-085-035,2013,intersect,True
084-151-029,084-151-004,2013,intersect,True
083-151-030,083-151-005,2013,intersect,True
083-202-017,083-202-006,2013,intersect,True
115-030-097,115-030-034,2013,intersect,True
097-130-042,097-130-029,2013,intersect,True
097-130-041,097-130-029,2013,intersect,True
097-071-008,097-071-006,2013,intersect,True
094-122-058,094-122-028,2013,intersect,True
094-102-024,094-102-021,2013,intersect,True
1318-09-810-116,1318-09-810-070,2013,intersect,True
1319-19-715-004,1319-19-715-003,2013,intersect,True
090-072-036,090-072-026,2013,intersect,True
090-072-032,090-072-026,2013,intersect,True
090-072-033,090-072-026,2013,intersect,True
122-591-03,122-128-16,2013,intersect,True
129-292-34,129-292-14,2013,intersect,True
129-071-05,129-280-21,2013,intersect,True
129-071-08,129-290-01,2013,intersect,True
129-071-04,129-280-21,2013,intersect,True
1319-30-514-003,1319-30-514-000,2013,intersect,True
1319-30-514-015,1319-30-514-000,2013,intersect,True
1319-30-514-017,1319-30-514-000,2013,intersect,True
1319-30-514-011,1319-30-514-000,2013,intersect,True
1319-30-514-012,1319-30-514-000,2013,intersect,True
1319-30-514-024,1319-30-514-000,2013,intersect,True
1319-19-213-004,1319-19-213-001,2013,intersect,True
1319-30-520-006,1319-30-520-017,2013,intersect,True
1319-30-520-007,1319-30-520-029,2013,intersect,True
1319-30-519-004,1319-30-519-020,2013,intersect,True
1319-30-519-005,1319-30-519-001,2013,intersect,True
1319-30-520-010,1319-30-520-032,2013,intersect,True
1319-30-520-023,1319-30-520-000,2013,intersect,True
1319-30-520-030,1319-30-520-000,2013,intersect,True
1319-30-522-001,1319-30-523-003,2013,intersect,True
1319-30-611-001,1319-30-611-000,2013,intersect,True
1319-30-611-002,1319-30-611-000,2013,intersect,True
123-294-02,123-071-34,2013,intersect,True
123-295-03,123-071-34,2013,intersect,True
1318-23-315-002,1318-23-301-001,2013,intersect,True
1318-23-315-005,1318-23-301-001,2013,intersect,True
1318-23-315-006,1318-23-301-001,2013,intersect,True
1318-23-315-008,1318-23-301-001,2013,intersect,True
1318-23-315-011,1318-23-301-001,2013,intersect,True
1318-23-315-016,1318-23-301-001,2013,intersect,True
1318-23-315-019,1318-23-301-001,2013,intersect,True
1318-23-315-023,1318-23-301-001,2013,intersect,True
1318-23-315-027,1318-23-301-001,2013,intersect,True
1318-23-315-028,1318-23-301-001,2013,intersect,True
1318-23-315-030,1318-23-301-001,2013,intersect,True
1318-23-315-029,1318-23-301-001,2013,intersect,True
1318-23-315-032,1318-23-301-001,2013,intersect,True
1318-23-315-040,1318-23-301-001,2013,intersect,True
1318-23-315-042,1318-23-301-001,2013,intersect,True
1318-23-315-001,1318-23-301-001,2013,intersect,True
1318-23-315-012,1318-23-301-001,2013,intersect,True
1318-23-315-013,1318-23-301-001,2013,intersect,True
1318-23-315-018,1318-23-301-001,2013,intersect,True
1318-23-315-043,1318-23-301-001,2013,intersect,True
036-530-27,036-530-23,2013,intersect,True
025-551-34,025-551-02,2013,intersect,True
016-091-65,016-091-50,2013,intersect,True
029-710-005,029-441-21,2013,intersect,True
029-710-003,029-441-21,2013,intersect,True
029-710-009,029-441-21,2013,intersect,True
028-340-002,028-011-19,2013,intersect,True
028-340-013,028-011-19,2013,intersect,True
028-340-003,028-011-19,2013,intersect,True
028-340-014,028-011-19,2013,intersect,True
028-340-005,028-011-19,2013,intersect,True
028-340-016,028-011-19,2013,intersect,True
028-340-007,028-011-19,2013,intersect,True
028-340-020,028-011-19,2013,intersect,True
028-340-021,028-011-19,2013,intersect,True
028-340-011,028-011-19,2013,intersect,True
098-360-002,098-210-031,2013,intersect,True
094-520-015,094-150-007,2013,intersect,True
117-150-048,117-150-040,2013,intersect,True
090-233-036,090-233-001,2013,intersect,True
1318-22-311-004,1318-22-002-002,2013,intersect,True
1318-22-311-008,1318-22-002-002,2013,intersect,True
1318-22-311-011,1318-22-002-002,2013,intersect,True
1318-22-311-014,1318-22-002-002,2013,intersect,True
1318-22-311-018,1318-22-002-002,2013,intersect,True
1318-22-311-019,1318-22-002-002,2013,intersect,True
1318-22-311-001,1318-22-002-002,2013,intersect,True
1318-22-312-021,1318-22-002-002,2013,intersect,True
1318-22-312-015,1318-22-002-002,2013,intersect,True
1318-22-312-004,1318-22-002-002,2013,intersect,True
1318-22-312-007,1318-22-002-002,2013,intersect,True
1318-22-312-016,1318-22-002-002,2013,intersect,True
085-072-018,085-072-009,2013,intersect,True
028-221-030,028-221-26,2013,intersect,True
022-200-014,022-200-12,2013,intersect,True
033-561-013,033-561-05,2013,intersect,True
015-370-30,015-370-11,2013,intersect,True
025-041-023,025-041-10,2013,intersect,True
083-063-023,083-063-015,2013,intersect,True
117-100-089,117-100-015,2013,intersect,True
123-041-25,123-041-18,2013,intersect,True
090-153-012,090-153-008,2013,intersect,True
023-960-002,023-182-28,2013,intersect,True
023-960-004,023-182-28,2013,intersect,True
031-213-016,031-213-02,2013,intersect,True
1318-22-314-008,1318-22-002-002,2013,intersect,True
1318-22-315-006,1318-22-002-002,2013,intersect,True
1318-22-315-007,1318-22-002-002,2013,intersect,True
1318-22-317-004,1318-22-002-002,2013,intersect,True
1318-22-313-002,1318-22-002-002,2013,intersect,True
1318-22-314-002,1318-22-002-002,2013,intersect,True
1318-22-314-003,1318-22-002-002,2013,intersect,True
1318-22-314-006,1318-22-002-002,2013,intersect,True
1318-22-316-002,1318-22-002-002,2013,intersect,True
1318-22-316-006,1318-22-002-002,2013,intersect,True
1318-22-316-007,1318-22-002-002,2013,intersect,True
1318-22-317-002,1318-22-002-002,2013,intersect,True
1318-22-711-001,1318-22-002-002,2013,intersect,True
1318-22-711-004,1318-22-002-002,2013,intersect,True
1318-22-711-005,1318-22-002-002,2013,intersect,True
112-060-036,112-060-018,2013,intersect,True
112-060-037,112-060-018,2013,intersect,True
112-180-079,112-180-043,2013,intersect,True
016-300-059,016-300-59,2013,intersect,True
085-180-017,085-180-012,2013,intersect,True
092-160-033,092-160-021,2013,intersect,True
029-630-04,029-095-06,2013,intersect,True
094-171-011,094-171-007,2013,intersect,True
090-222-060,090-222-012,2013,intersect,True
090-222-051,090-222-013,2013,intersect,True
1319-30-515-003,1319-30-515-000,2013,intersect,True
090-072-035,090-072-026,2013,intersect,True
085-141-013,085-141-006,2013,intersect,True
117-120-041,117-120-032,2013,intersect,True
129-292-31,129-292-07,2013,intersect,True
1319-30-514-004,1319-30-514-000,2013,intersect,True
1319-30-514-007,1319-30-514-000,2013,intersect,True
1319-30-520-009,1319-30-520-031,2013,intersect,True
1319-30-520-008,1319-30-520-000,2013,intersect,True
123-293-01,123-071-34,2013,intersect,True
123-293-04,123-071-34,2013,intersect,True
123-294-04,123-071-34,2013,intersect,True
123-295-04,123-071-34,2013,intersect,True
1318-23-315-010,1318-23-301-001,2013,intersect,True
1318-23-315-015,1318-23-301-001,2013,intersect,True
1318-23-315-021,1318-23-301-001,2013,intersect,True
1318-23-315-033,1318-23-301-001,2013,intersect,True
018-320-18,018-320-11,2013,intersect,True
029-710-004,029-441-21,2013,intersect,True
029-710-008,029-441-21,2013,intersect,True
029-710-016,029-441-15,2013,intersect,True
028-340-019,028-011-19,2013,intersect,True
028-340-022,028-011-19,2013,intersect,True
094-520-016,094-150-007,2013,intersect,True
080-162-018,080-162-17,2013,intersect,True
033-661-026,033-661-14,2013,intersect,True
115-040-081,115-040-075,2013,intersect,True
1318-22-311-010,1318-22-002-002,2013,intersect,True
1318-22-311-012,1318-22-002-002,2013,intersect,True
1318-22-311-020,1318-22-002-002,2013,intersect,True
1318-22-311-021,1318-22-002-002,2013,intersect,True
1318-22-311-016,1318-22-002-002,2013,intersect,True
1318-22-311-024,1318-22-002-002,2013,intersect,True
1318-22-312-002,1318-22-002-002,2013,intersect,True
1318-22-312-018,1318-22-002-002,2013,intersect,True
1318-22-312-005,1318-22-002-002,2013,intersect,True
117-150-042,117-150-040,2013,intersect,True
033-441-028,033-441-07,2013,intersect,True
115-030-101,115-030-015,2013,intersect,True
1318-22-315-001,1318-22-002-002,2013,intersect,True
1318-22-315-005,1318-22-002-002,2013,intersect,True
1318-22-315-008,1318-22-002-002,2013,intersect,True
1318-22-313-007,1318-22-002-002,2013,intersect,True
1318-22-711-006,1318-22-002-002,2013,intersect,True
115-040-089,115-040-079,2013,intersect,True
130-163-36,130-163-27,2013,intersect,True
112-190-040,112-190-064,2013,intersect,True
123-032-01,123-032-20,2013,intersect,True
090-074-027,090-074-009,2013,intersect,True
1418-34-310-014,1418-34-310-001,2013,intersect,True
132-612-01,132-611-05,2013,intersect,True
